@RELATION	text2arff

@ATTRIBUTE	tanimi_nedir	STRING
@ATTRIBUTE	kim_ne_yapar	STRING
@ATTRIBUTE	nasil_yapilir	STRING
@ATTRIBUTE	nicin_yapilir	STRING
@ATTRIBUTE	ne_olunca_yapilir	STRING
@ATTRIBUTE	yapinca_ne_olur	STRING
@ATTRIBUTE	fiziksel_zihinsel	STRING
@ATTRIBUTE	kim_ne_ile_yapilir	STRING
@ATTRIBUTE	ney_kime_yapilir	STRING
@ATTRIBUTE	ney_kimi_yapilir	STRING
@ATTRIBUTE	nerede_yapilir	STRING
@ATTRIBUTE	class	{acele_etmek,aciklamak,acilmak,acmak,affetmek,ag,agac,aglamak,akil_etmek,alay_etmek,alismak,almak,anlamak,anlatmak,anmak,araba_surmek,aramak,artmak,arzu_etmek,asik_olmak,asmak,atamak,ates_etmek,atlamak,atmak,ayaga_kalkmak,ayarlamak,ayirmak,ayrilmak,bagirmak,bagislamak,baglamak,bahsetmek,bakmak,balik_tutmak,banyo_yapmak,barismak,basarmak,baslamak,baslatmak,basmak,begenmek,beklemek,belgelemek,belirlemek,belirtmek,benzemek,bikmak,bildirmek,bilmek,binmek,bir_araya_gelmek,birakmak,bitirmek,bitmek,bolmek,borc_almak,borc_vermek,bozdurmak,bozmak,bulmak,bulunmak,bulusmak,buyumek,cagirmak,cagrida_bulunmak,calismak,calmak,can_almak,can_vermek,cani_sikilmak,canlandirmak,canlanmak,canta,carpismak,carpmak,catal,cati,cavdar,cay,cekmece,cekmek,cekyat,celik,cerceve,cereyan_etmek,cevap_vermek,cevaplandirmak,cevirmek,ceza_vermek,cezalandirmak,cicek,cikarmak,cikartma,cikmak,cikolata,cikrik,cimento,cini,civi,cizmek,cokelek,corap,cozmek,cuval,dagitmak,daire,dal,damga,dans_etmek,dantel,davam_etmek,davet_etmek,davranmak,degerlendirmek,degismek,degistirmek,demek,denemek,ders_calismak,desteklemek,deterjan,devam_etmek,dikkat_etmek,dile_getirmek,dilemek,dinlemek,dinlenmek,dogmak,dogrulamak,dokmek,dokunmak,dolasmak,donmek,dovmek,dua_etmek,durdurmak,durmak,dus_yapmak,dusmek,dusunmek,duvar,duymak,duzenlemek,eglenmek,ele_gecirmek,emekli_olmak,emretmek,endise_etmek,engel_olmak,engellemek,ertelemek,etkilemek,ev_tutmak,evlenme_teklif_etmek,evlenmek,ezberlemek,farketmek,farzetmek,feshetmek,fotokopi_cekmek,fren_yapmak,gec_kalmak,gecikmek,gecirmek,gecmek,gelismek,gelistirmek,gelmek,gerceklesmek,gerceklestirmek,gerekmek,geri_vermek,getirmek,gezmek,girmek,gitmek,giyinmek,giymek,gizlemek,gocmek,gondermek,gormek,gorunmek,gorusmek,gostermek,goturmek,goz_atmak,gozaltina_almak,gozden_gecirmek,gozukmek,grev_yapmak,gulmek,guzellesmek,haber_vermek,harcamak,hatirlamak,hatirlatmak,hazirlamak,hazirlanmak,heyecan_duymak,hissetmek,hosa_gitmek,hoslanmak,icmek,idare_etmek,iddia_etmek,ifade_vermek,ihrac_etmek,ihtiva_etmek,ikaz_etmek,ikna_etmek,ikram_etmek,ilan_etmek,ileri_surmek,ilerlemek,ilgilenmek,imkansiz,imtihan_etmek,imtihana_girmek,imzalamak,inanmak,incelemek,inmek,insaat_yapmak,iptal_etmek,isaret_etmek,isbirligi_yapmak,isgal_etmek,isinmak,isirmak,isitmak,isitmek,ismarlamak,israr_etmek,istemek,istifa_etmek,isyan_etmek,ithal_etmek,itiraz_etmek,itmek,izah_etmek,izin_almak,izin_vermek,izlemek,kabul_etmek,kacirmak,kacmak,kahvalti_etmek,kaldirmak,kalkmak,kalmak,kamp_yapmak,kanunlasmak,kapamak,kapanmak,kar_etmek,karar_vermek,karismak,karsi_cikmak,karsilamak,karsilastirmak,katilmak,kaybetmek,kaybolmak,kaydetmek,kaygilanmak,kayit_yaptirmak,kaynaklanmak,kaza_yapmak,kaza_yaptirmak,kazanmak,kesmek,kinamak,kirada_oturmak,kiralamak,kirmak,kizmak,koklamak,kokmak,kolaylamak,kolaylasmak,kontrol_etmek,konusmak,korkmak,korumak,kosmak,kovmak,koymak,kullanmak,kurmak,kurtarmak,kuskulanmak,kutlamak,kuvvetlenmek,lazim_olmak,mahvetmek,mecbur_olmak,memnun_kalmak,memnun_olmak,merak_etmek,mesgul_olmak,meshur_olmak,meydana_cikmak,meydana_gelmek,mezun_olmak,monte_etmek,mudafaa_etmek,mudahale_etmek,munakasa_etmek,muracaat_etmek,musaade_etmek,neden_olmak,nefret_etmek,nezle_olmak,nitelendirmek,noktalamak,not_almak,not_etmek,not_tutmak,odemek,ogrenmek,ogretmek,okumak,oldurmek,olmak,olmek,olusmak,olusturmak,onaylamak,one_surmek,onem_vermek,onermek,ongormek,onlemek,opmek,ortadan_kaldirmak,ortaya_cikarmak,ortaya_koymak,oturmak,oy_vermek,oynamak,ozetlemek,ozlemek,ozur_dilemek,paniklemek,para_kazanmak,pazarlik_etmek,pisirmek,pisman_olmak,pismek,planlamak,postalamak,rahat_almak,rahatsiz_etmek,rastlamak,razi_olmak,reddetmek,rejim_yapmak,restore_etmek,rica_etmek,riske_girmek,riski_girmek,saglamak,saklamak,saldirmak,sanmak,sapmak,saptamak,sarki_soylemek,sarmak,sart,sasirmak,sasmak,satin_almak,satmak,savasmak,savunmak,saymak,selamlamak,sevinmek,sevmek,seyahat_etmek,seyretmek,siginmak,sikayet_etmek,sikilmak,sinava_girmek,sinirlamak,sohbet_etmek,sokmak,son_vermek,sona_ermek,soylemek,soz_vermek,spor_yapmak,suphe_etmek,surdurmek,surmek,takip_etmek,takmak,tanismak,tanistirmak,tasimak,tavsiye_etmek,teklif_etmek,tekrar_etmek,telefon_etmek,temas_etmek,temas_kurmak,temin_etmek,temizlemek,temsil_etmek,tercih_etmek,tercume_etmek,terfi_etmek,terlemek,tesekkur_etmek,tesir_etmek,teslim_etmek,tesvik_etmek,titremek,toplamak,toplanmak,tutmak,tutuklamak,ucmak,ugramak,ugrasmak,ulasmak,umit_etmek,ummak,unutmak,uretmek,usumek,uyanmak,uyarmak,uygulamak,uymak,uyumak,uzanmak,uzerinde_durmak,uzulmek,var_olmak,varmak,vazgecmek,vermek,vurmak,yagmak,yakalamak,yaklasmak,yakmak,yalanlamak,yanit_vermek,yanitlamak,yanitsiz_birakmak,yanmak,yapmak,yaratmak,yasaklamak,yasaklanmak,yasamak,yaslanmak,yatirmak,yatmak,yaymak,yazmak,yedirmek,yemek_yemek,yenmek,yer_almak,yer_vermek,yerine_getirmek,yetismek,yetistirmek,yikamak,yikmak,yol_acmak,yolculuk_yapmak,yollamak,yonetmek,yorulmak,yukselmek,yurumek,yurutmek,yuzmek,zahmet_etmek,zannetmek,zarar_etmek,ziyan_etmek,ziyaret_etmek,zorlamak,zorluk_cekmek,zorunda_olmak}

@DATA
"kendini gostermek  gorunmek","insan","bedensel  yaninda","belirtmek","gorunmek","gorunmek","fiziksel","davranissal","canli  insan  hayvan","canlilara  cansizlara","heryerde",gozukmek
"herhangi birine kendini gostermek.","insan","gorunmek","farkedilmek","gorunmek","gorunur olmak","fiziksel","goz","insan","","dunya",gozukmek
"Bir duruma tepki gostermek icin topluca hareket etmek","isci  calisan","planli","hak elde etmek","haksizlik","farkindalik","fiziksel","pankart  konusma","is veren","","fabrika  is yeri  meydan",grev_yapmak
"tepki gostermek","insan","fiziksel","tepki","isleyisi begenmediginde","tepki gostermek","fiziksel","yurumek","insana","tepki","her yerde yapilabilir",grev_yapmak
"boykot yapmak","isci","toplanarak","hak aramak","haksizlik olunca","ac kalirsin","fiziksel","pankart","patrona","","is yerinde",grev_yapmak
"protesto etmek","oturmak","","tepki icin","farkedilmek istenince","amaca ulasilir","fiziksel","oturarak","sisteme","eylemi","meydanda",grev_yapmak
"iscilerin hep birlikte isi birakmasi","insan","harekete gecerek","amac","hak aramak","is birakilir","fiziksel","davranissal","insan patron isyeri","iscilere patronlara","isyerinde",grev_yapmak
"calisan iscilerin haklarini aramak icin toplu halde is yapmamasidir.","isci","is yapmamak","hak aramak","haksizlik","hak etmek","fiziksel","topluluk","isveren","","isyeri",grev_yapmak
"Olumlu bir duruma gosterilen tepki","insan","kas hareketi","mutlulugu ifade etmek","olumlu bir durum","ifade etmek","fiziksel","agiz  mimik  yuz","mutlu durum","","",gulmek
"mutlu olmak","insan","tepkilerle","komik bir olay","mutlu olunca","mutlu olmak","fiziksel","agizla","insana","komik bir olay","her yerde yapilabilir",gulmek
"mutlu olmak","insan","agzini acarak","istemsizce","mutlu hissedince","yanaklarin siser","fiziksel","dudaklar ile","komik espiriye","","arkadas ortaminda",gulmek
"eglenmek","kahkaha atmak","","","","","fiziksel","yuzunu acarak","olaya","","",gulmek
"nese duygusu  eglenmek","insan hayvan","yuzun kasilmasi","eglenmek","hosa gidince","duygu aciga cikar","fiziksel","davranissal","canli  cansiz","canlilara  cansizlara","heryerde  durumda",gulmek
"mutlu olumasi durumunda agiz ile yapilan eylemdir.","insan","yuzun kasilmasi","duyguyu aciga vurmak","komik durum eglence","nese","fiziksel","agiz","insan","","yuz",gulmek
"Kisini daha onceye gore daha guzel olmasi","insan  kadin  erkek","","ilgi cekmek","kotu hissetmek","iyi hissetmek","fiziksel","makyaj  spor  diyet","vucut  beden","","kuafor  spor salonu",guzellesmek
"guzel gorunmek","insan","duygularla","ozen gostermek","dikkat cekmek","dikkat cekmek","fiziksel","suslenmek","insana","ozen gostermek","her yerde yapilabilir",guzellesmek
"kendine bakmak","kadinlar","surerek","bakimli olmak","cirkin olunca","herkes sana bakar","fiziksel","makyaj malzemesi","erkeklere","","kuaforde",guzellesmek
"bakimli olmak","kuafore gitmek","ugrasarak","temiz gorunmek icin","ozel gune gidilince","yakisikli","fiziksel","kozmetik urunleri ile","kendine","bakimi","evde",guzellesmek
"guzel duruma gelmek","canli cansiz","emek vererek","daha iyi duruma getirmek","begenilmesi icic","hosa gidilir","fizikse ","insan","canli  cansiz","goruntuyu  sekli","heryerde",guzellesmek
"guzel bir duruma gelmek","insan","ameliyat","degisim","sikilmak","guzel hissetmek","fiziksel","estetik operasyon","kadin","","guzellik merkezi",guzellesmek
"Bir gelismeyi iletmek","gazete  haber  arkadas","paylasmak","haberdar etmek","gelisme","bilgilenmek","fiziksel","konusmak  yazmak","paydas","","televizyon  gazete",haber_vermek
"bilgi yollamak","insan","aracla","bilgi vermek","merak ettiginde","bilgisi olmak","fiziksel","konusmak","insana","bilgi vermek","her yerde yapilabilir",haber_vermek
"bilgi vermek","calisan","gondererek","durumu anlatmak","is gelince","patron ogrenir","fiziksel","e-mail","patrona","is durumunu","is yerinde",haber_vermek
"bildirmek","mesaj atmak","mesaj atarak","uyarmak icin","sinav sonucu aciklaninca","","fiziksel","telefonla","insana","bildirimi","telefonda",haber_vermek
"herhangi bir seyi bildirmek","insan hayvan","duyurarak","bildirmek icin","bilgiyi yaymak","bilgi duyurulur","fiziksel teknolojik","davranissal","insan kisi","durumu  isi","cevrende",haber_vermek
"bir durumu bildirmek .","gazete","dagitmak","duyurmak","olay","haber vermek","fiziksel","yayin","toplum","","haber merkezi",haber_vermek
"Mevcut paranin bir kismini tuketmek","insan","odemek","ihtiyac","eksiklik","fakirlesmek","fiziksel","alisveris","urun","para","magaza  internet",harcamak
"satin almak","insan","aracla","para vermek","bir sey almak isteyince","para vermek","fiziksel","para","insana","para vermek","her yerde yapilabilir",harcamak
"tuketmek","insan","siparis vererek","rahatlamak icin","kiyafet bitince","mutlu olursun","fiziksel","para","kiyafetlere","parayi","trendyol",harcamak
"para eksiltmek","para kullanmak","magazada","paylasim icin","dusununce","sevinmis olur","fiziksel","magazada","cocuguna","","magazada",harcamak
"bir seyi alabilmek icin tuketmek","insan","sarf ederek","satin almak icin","ihtiyac olunca","ihtiyac giderilir","fiziksel","davranissal","mal  mulk ","parayi  nesneyi","alisveriste",harcamak
"bir esyayi satin almak icin para vermek","insan","alisveris","satin almak","ihtiyac","tuketmek","fiziksel","para","insan","","alisveris merkezi",harcamak
"Bir olayin akla gelmesi","beyin","dusunerek","","unutmak","bilmek","zihinsel","dusunmek","gecmis olay","gecmis olay","",hatirlamak
"tecrubelerini gormek","insan","duygularla","unutamamak","unutunca","hatirlanir","zihinsel","beyin","insana","unutamamak","her yerde yapilabilir",hatirlamak
"aklina gelmek","ogrenci","ogren gorunce","soruyu cozmek","unutunca","harekete gecersin","fiziksel","fotograf ile","","dogru cevabi","sinavda",hatirlamak
"hafizayi kullanmak","unutmamak","konusarak","eglenmek icin","sohbeti gecince","eglenilir","zihinsel","olay ile","olaya","sohbeti","salonda",hatirlamak
"bir seyi akla getirmek ","insan hayvan","dusunerek","animsayabilmek","bilgi gelir","bilgi geri getirilir","zihinsel","zihinsel","kisi sevgili insan","olayi  durumu","kafada",hatirlamak
"daha once yasanilan bir olayi animsamak.","zihin","dusunmek","animsamak","unutmak","akla gelmesi","zihinsel","zihin","insan","","hafiza",hatirlamak
"Bir olayin karsidaki kisiye tekrar anlatilmasi","insan","konusarak","bilgilendirmek","unutmak","bilmek","zihinsel","konusmak  yazmak","gecmis olay","gecmis olay","konusma  yazisma",hatirlatmak
"unutulan bir  seyi gostermek","insan","duygularla","unutturmamak","unuttugunda","hatirlanir","fiziksel","konusarak","insana","unutturmamak","her yerde yapilabilir",hatirlatmak
"aklina getirmek","ogretmen","cok belli etmeden","yardimci olmak","takilinca","ogrenci yapar","fiziksel","tuyo vererek","sinav kagidina","dogru cevabi","quizde",hatirlatmak
"yasanmis hikayeyi anlatmak","unutturmamak","konusarak","eglenmek icin","sohbeti gecince","eglenilir","zihinsel","arkadaslarinla","insana","muhabbeti","salonda",hatirlatmak
"belli bir vakit verilmesi","insan","belleksel","animsatmak","bilgi animsatilinca","bilgi akla gelir","zihinsel","zihinsel","nesle gorev is","olayi  durumu","kafada",hatirlatmak
"bir kisiye unuttugu dusunulen bir oayi yeniden animsamasini saglaoak.","insan","dusunmek","animsamak","unutmak","akla gelmesi","zihinsel","zihin","insan","","hafiza",hatirlatmak
"Bir seyi olmasi gereken hale getirmek","ogrenci  insan","yazmak","ogrenmek","verilmek","tamamlamak","fiziksel","","odev","odev","ev",hazirlamak
"bir seyi guzel hale getirmek","insan","fiziksel","planli olmak ","hazirlikli olmak icin","onceden tedbir almak","fiziksel","elle","insana","planli olmak ","her yerde yapilabilir",hazirlamak
"uygun hale getirmek","anne  baba","tarifle","doymak icin","acikinca","doyulur","fiziksel","tencere","insanlara","yemegi","mutfakta",hazirlamak
"caba sarfetmek","ozenmek","tariflerle","karnini doyurmak icin","acikinca","karni doyar","fiziksel","arac gereclerle","insana","yemegi","mutfakta",hazirlamak
"yararlanilabilecek duruma getirilmesi","insan","caba gostererek","kullanabilmek icin","ihtiyac olunca","hazir hale gelir","fiziksel zihinsel","davranissal zihinses","kisi insan","kendini  insanlari","is  evde  mekan",hazirlamak
"bir esyayi kullanabilmek icin uygun hale getirmek.","insan","ortaya koymak","yararlanmak","hazir olmamak","uygun olmak","fiziksel","esya","esya","","ev",hazirlamak
"Bir eylem icin gereken hale gelmek","kisi  insan","giyinmek","disari cikmak","","hazir","fiziksel","kiyafet","","","oda",hazirlanmak
"guzel gorunmek","insan","fiziksel","ozen gostermek","heyecanlanmamak icin","tedbirli olmak","fiziksel","kiyafet","insana","ozen gostermek","her yerde yapilabilir",hazirlanmak
"uygun olmak","ogrenciler","calisarak","bilgi ogrenmek","sinav yaklasinca","ogrenilir","fiziksel","kagit kalem","sinava","","okulda",hazirlanmak
"ugrasmak","sunum yapmak","ugrasarak","temiz gorunmek icin","giderken","hazir olunur","fiziksel","arac gereclerle","okula","","evde",hazirlanmak
"kendini hazir duruma getirmek","insan","dusunerek  is yaparak","duruma uymak icin","gereklilik","hazir olunur","fiziksel zihinsel","el kol ayak ","kisi insan nesne","kendini  insanlari","is  evde  mekan",hazirlanmak
"bir durum icin kendi kendini uygun durma getirmek.","insan","toplanmak","uygun hale gelmek","uygun olmamak","hazir olmak","zihinsel","insan","durum","","ev",hazirlanmak
"Yeni bir durum karsisinda hissedilen duygu","insan","","","","","zihinsel","","yeni olay","","",heyecan_duymak
"ilginc bir sey olma istegi","insan","duygularla","sakin olmamak","heyecanlaninca","hissetmek","zihinsel","hissetmek","insana","sakin olmamak","her yerde yapilabilir",heyecan_duymak
"mutlu olmak","insanlar","hislerle","iyi hissetmek icin","onemli konular olunca","kalbin hizli atar","zihinsel","sevdiginle","olaylara","","",heyecan_duymak
"duygu hissiyati","yaris sonrasi ","yaris esnasinda","kazanmak icin","kazaninca","mutlu olunur","zihinsel","insanla","insanla","","yarista",heyecan_duymak
"Farkli duygularin ortaya cikma durumu","insan hayvan","duygusal nedenlerle","duyguyu anlayabilmek","farkli duygu hallerinde","duygu durumu ortaya cikar","fizyolojik psikolojik","duygu yogunlasmasi ile","canli  durum","duruma  ise  olaya","heryerde",heyecan_duymak
"bir durum karsisinda adrenalin hormanindan kaynakli yogun duygular yasamak.","insan","adranalin","hissetmek","duygu yogunlasmasi","kalp carpintisi","fiziksel","kalp","insan","","kalp",heyecan_duymak
"Bir seyin duyu organlariyla farkinda olunmasi","insan  hayvan","","farkinda olmak","","farkindalik","fiziksel","duyu organlari","","","",hissetmek
"merak etmek","insan","duygularla","etkilenmek","gergin oldugunda","umit etmek","zihinsel","duygular","insana","etkilenmek","her yerde yapilabilir",hissetmek
"duygu yasamak","sevgili","dusunerek","","ozleyince","mutlu olursun","zihinsel","","yasantilara","anilari","zihinde",hissetmek
"duygusal olay","anne gorunce","sarilarak","ozlem","duygu","mutlu olunur","zihinsel","anne ile","insana","muhabbeti","evde",hissetmek
"Bir seyi anlamak fark etmek ","insan hayvan","farkina varilarak","sezebilmek icin","merak duygusuyla","farkina varilir","fiziksel zihinsel","duygular ile","canli  cansiz","olacagi  yapacagi","bedende",hissetmek
"bir durumu anlamak  duyumsamak","insan","kalp","ayrimsamak","anlamak","kavramak","zihinsel","duyu organlari","insan","","vucut",hissetmek
"Bir seyi begenmek","insan","hissetmek","","begenmek","sevmek","zihinsel","duygu","insan","","",hosa_gitmek
"ilgilenmek","insan","duygularla","sevmek","dikkat cekmek isteyince","sevilmek","zihinsel","begenmek","insana","sevmek","her yerde yapilabilir",hosa_gitmek
"sevilmek","yemek","yiyerek","haz almak","tadinca","mutlu olursun","fiziksel","kafe","","tadi","agizda",hosa_gitmek
"begenilmek","ilgi cekmek","tanisarak","begenilmek","yakisikli olunca","iyi ","zihinsel","tanimadigin biri ile","insana","muhabbeti","okulda",hosa_gitmek
"birinden veya bir seyden hoslanmak","insan hayvan","duygularini kullanarak","begenildigi icin","hosa gidince","hissedildiginde","fizyolojik","duygular ile","insan  nesne  hediye","durumu  isi","icinde",hosa_gitmek
"bir nesneyi veye durumu begenmek","insan","begenmek","guzel bulunmak","iyi hissetmek","guzel hissetmek","zihinsel","zihin","insan","","zihin",hosa_gitmek
"Bir kisiye karsi olumlu duygular beslenmek","sevgili","hissetmek","","begenmek","sevmek","zihinsel","duygu","sevgili","","",hoslanmak
"sevgi duymak","insan","duygularla","sevmek","asik olunca","sevmek","zihinsel","sevmek","insana","sevmek","her yerde yapilabilir",hoslanmak
"begenmek","insanlar","begenerek","","begenince","hosuna gider","zihinsel","dis gorusunle","","","zihinde",hoslanmak
"begenmek","ilgi ceken","tanisarak","tanismak icin","guzel olunca","tanismis","zihinsel","tanimadigin biri ile","insana","sohbeti","ofiste",hoslanmak
"begenilip sevilen hos bulunan sey","canli  cansiz","duygularini kullanarak","sevilmesi","sevilince","begenilir","fizyolojik","duygular ile","insan  sevgili  arkadas","durumu  isi","icinde",hoslanmak
"bir kisiyi veye nesneyi begenmek.","gencler","sevmek","begenmek","zevk almak","sevmek","zihinsel","kalp","insan","","kalp",hoslanmak
"sivi bir urun tuketmek","hayvan  insan  canli","tuketmek","","susamak","susuzlugu gidermek","fiziksel","su","","","",icmek
"bir icecek veya yemek icmek","insan","agizla","susamis","susadiginda","susuzluk giderilir","fiziksel","agizla","insana","susamis","her yerde yapilabilir",icmek
"yudumlamak","insanlar  hayvanlar","icerek","susayinca","canin cekince","keyif","fiziksel","bardak","suya","cay","evde",icmek
"sivi tuketmek","petsise ile su icer","dokunarak","ihtiyac icin","susayinca","ihtiyac giderilmis olur","fiziksel","el ile","bardaga","tutulmasi","evde",icmek
"bir sivi agza alinir ve yutulur","insan hayvan","agza ir miktar sivi ile","ihti giderme icin","susanilinca","susuzluk giderilir","fizyolojik","insan agiz yoluyla","icecek","icecegi","barda  evde",icmek
"bir siviyi agiz ile yutmak.","insan","yutmak","susuzluk","susamak","susuzlugun giderilmesi","fiziksel","sivi","","","agiz",icmek
"Bir durumu bir sureligine isteksiz surdurmek","arkadas","tepki gostermemek","uzmemek","rahatsizlik","","zihinsel","","arkadas","","arkadaslik",idare_etmek
"olaylari ustunkoru gecmek","insan","fiziksel","ayarlamak","idare etmek istediginde","idare etmis","zihinsel","ayarlamak","insana","ayarlamak","her yerde yapilabilir",idare_etmek
"oyalamak","isci","zaman calarak","duzen","duzensizlik","kural","fiziksel/zihinsel","emirle","islere","","is yerinde",idare_etmek
"gormezden gelmek","yardimci olmak","konusarak","yardimci olmak icin ","yardim gerekince","yardim edilmis olunur","zihinsel","varolan durumla","insani","durumu","okulda",idare_etmek
"gormezden gelip hos karsilamak","insan","uzerinde dusunerek","cekip cevirmek icin","kabul ettirmek icin","durum kabul edilir","zihinsel","dusunceleri ile","kisi  insan  gorevli","olayi  durumu","heryerde",idare_etmek
"bir konuyu cekip cevirmek.","yonetici","yonetmek","yonetmek","birlikte calismak","kurallara uymak","zihinsel","kural","calisanlar","","isyeri okul",idare_etmek
"one surmek","konusmaci","ileri surmek","ikna etmek","","ika etmek","fiziksel","","dinleyici","","tartisma programi",iddia_etmek
"oneri","insan","konusarak","varsayimda bulunmak","bir gorus belirtmek istediginde","varsaymak","zihinsel","onermek","insana","varsayimda bulunmak","her yerde yapilabilir",iddia_etmek
"bahse girmek","magdur","oyun","para kazanmak","inaninca","kazanc  kayip","fiziksel","sozle","mac","skor","iddia bayi",iddia_etmek
"varsayimda bulunmak","dusuncesini savunmak","konusarak","bildigi sanildigi icin","fikrini paylasmak icin","kendini ifade edersin","zihinsel","sozle","insana","aciklamasi","ofiste",iddia_etmek
"bir dusunceyi savunmak one surmek","insan","uzerinde dusunerek","dusunceyi savunmak icin","fikre olan inanc","savunmaya gecilir","zihinsel","insan dusunceleri ile","durum  duzen","olayi  durumu","olayda  durumda",iddia_etmek
"herhangi bir konuda fikir one surmek","iddaci","ayak diremek","fikir uretmek","","sav one surmek","zihinsel","sav","toplum","","okul",iddia_etmek
"Resmi gorevlilere bir konuyu aciklamak","suclu","satmak","aciklamak","tutuklanmak","aklanmak","fiziksel","konusmak  yazmak","polis","","karakol  emniyet",ifade_vermek
"sorgulamak","insan","konusarak","konusmak","sorgulanmak istediginde","sorguya cekilmis","fiziksel","konusmak","insana","konusmak","her yerde yapilabilir",ifade_vermek
"bildigini anlatmak","suclu","karakola giderek","adli olaylari polise bildirmek icin","sikayet edince","sorusturma","fiziksel/zihinsel","yazili","polise","olayi","karakolda",ifade_vermek
"aciklama yapmak","aciklama yapmak","konusarak","kendini kurtarmak icin","yanlislik olunca","durum duzelir","fiziksel","sozle","insana","aciklamasi","karakolda",ifade_vermek
"bir suphelinin konuyla ilgili dinlenmesi","insan","dinleme ile","sucla ilgili bilgi vermek","suphe duyulunca","bilgi verilir","zihinsel","savci polis konusma ile","durum  olay","olayi  durumu","olayda  durumda",ifade_vermek
"bir suc islendiginde   olasi suclunun polislere olayi anlatmasi.","supheli ","konusmak","savunmak","suc islemek","anlatmak","fiziksel","","polis","","polis merkezi",ifade_vermek
"urunun yurtdisina satilmasi","satici","satmak","","","","fiziksel","urun","yurtdisi","","",ihrac_etmek
"diskalifiye","insan","fiziksel","dislanmak","gondermek istediginde","kovulmak","zihinsel","gondermek","insana","dislanmak","her yerde yapilabilir",ihrac_etmek
"disariya satmak","uretici","aliciyla anlasarak","ihtiyac fazlasi mali satmak ","fazla mal uretilince","kar elde edilir","fiziksel","kargo","aliciya","uretilen mal","",ihrac_etmek
"uzaklastirmak","uzaga gondermek","uzaklastirarak","dogrusu icin","yanlis yapinca","uzaklastirilmis","fiziksel","ortamdan uzaklastirarak","insana","uyarisi","ofiste",ihrac_etmek
"birinin ilisiginin kesilmesi","insan","evraklar teslimiyle","ilisigi kesmek icin","yanlis olan bir seyse","cikarilir","fiziksel","belgeler ile","nesne  alet","nesneyi  aleti","ulke sehir",ihrac_etmek
"bir urunu yabanci ulkelere satmak","ticari firma","esya tasimak","para kazanmak","","satis islemi","fiziksel","kamyon   kurye","yabanci ulke","","ulke disinda",ihrac_etmek
"Bir seye sahip olmak korumak","insan","korumak","","","","zihinsel","nesne","","","",ihtiva_etmek
"korumak","insan","duygusal","korumak","korumak istediginde","korunmus","zihinsel","korumak","insana","korumak","her yerde yapilabilir",ihtiva_etmek
"kapsamak","","konuyu icererek","","","","","","","konuyu","",ihtiva_etmek
"","","","","","","fiziksel","","","","",ihtiva_etmek
"bir seyi icine almasi kapsamasi","canli cansiz","icinde bulundurarak","icinde bulundurma ile","toplayarak","icinde bulundurulur","zihinsel","insan dusuncesi ile","cansiz  nesne","kisiyi  problemi","heryerde",ihtiva_etmek
"icermek.","yazar","kapsamak","icinde bulundurmak","","cumle icerisinde bulunmak","fiziksel","kitap","","","metin",ihtiva_etmek
"Uyarmak","yetkili","konusmak  yazmak","kisitlamak","","duzen","fiziksel","uyari","insan","","toplu alan",ikaz_etmek
"uyarmak","insan","konusarak","uyarmak","uyarmak istediginde","uyarmak","fiziksel","soylemek","insana","uyarmak","her yerde yapilabilir",ikaz_etmek
"uyarmak","polis","duduk calarak  konusarak","kural disi durumlari onlemek","istenmeyen/kural disi durumarda","ikaz edien durumu duzeltir","fiziksel","dudukle","insanlara","","",ikaz_etmek
"uyarmak","yapmamasi gereken birseyi yapmak","konusarak","duzeltmek icin","yanlis yaptigi icin","uyarilmis olur.","fiziksel","","insana","uyarisi","ofiste",ikaz_etmek
"birini bir konuda uyarmak dikkat cekmek","insan","soz ve davranisla","uygunsuz davranista","uyarilinca","uyari alinir","zihinsel","soz ile","kisi  olay  durum","kisileri  saniklari","evde  iste",ikaz_etmek
"bir kisiyi bir konuda uyarmak.","mudur","mektup gondermek","uyarmak","uygunsuz davranis","uyari","fiziksel","ikaz mektubu","yanlis davranista bulunan kisi","","isyeri",ikaz_etmek
"Karsidakinin iddia edilen fikri kabul etmesini saglamak","arkadas  rakip","anlatmak","","fikir ayrililigi","","fiziksel","ileri surmek","rakip","","",ikna_etmek
"kendi dusuncesini kabul ettirtmek","insan","konusarak","anlasmak","anlasmak istediginde","anlasmak","zihinsel","ayarlamak","insana","anlasmak","her yerde yapilabilir",ikna_etmek
"inandirmak","insan","kanitlari gostererek","bir duruma inandirmak","yanlis anasilinca","karsindaki sana inanir","fiziksel","kanit","insanlara","","",ikna_etmek
"cabalamak","yardimci olmak","konusarak","karar degistirmek icin","yanlis yapinca","dogru yapilmis olur","zihinsel","","insana","cabasi","evde",ikna_etmek
"birini bir konuda inandirmak i","insan","etkileyerek","amaca ulasmak icin","inandrmak istenince","amaca ulasilir","zihinsel","soz dusunce ile","insan","insanlari  kisileri","heryerde",ikna_etmek
"bir kisiyi bir konuda inandirmaya calismak.","satis elamani","israr etmek","satis yapmak","","prim","fiziksel","","kisi veya kisiler","","magaza",ikna_etmek
"ucretsiz olarak bir urunu vermek","insan","","paylasmak","","","fiziksel","nesne","arkadas","","",ikram_etmek
"ucretsiz vermek","insan","elle","vermek","misafir gelince","mutlu olmak","fiziksel","vermek","insana","vermek","her yerde yapilabilir",ikram_etmek
