@RELATION	text2arff

@ATTRIBUTE	nerede_bulunur	STRING
@ATTRIBUTE	canli_cansiz	STRING
@ATTRIBUTE	ust_kavrami_nedir	STRING
@ATTRIBUTE	yaninda_neler_bulunur	STRING
@ATTRIBUTE	icinde_neler_bulunur	STRING
@ATTRIBUTE	hammaddesi_nedir	STRING
@ATTRIBUTE	ne_ise_yarar	STRING
@ATTRIBUTE	kim_kullanir	STRING
@ATTRIBUTE	sifatlari	STRING
@ATTRIBUTE	sekli_nasil	STRING
@ATTRIBUTE	hacmi	STRING
@ATTRIBUTE	agirlik	STRING
@ATTRIBUTE	rengi	STRING
@ATTRIBUTE	kim_ne_yapar	STRING
@ATTRIBUTE	kim_ne_ile_yapilir	STRING
@ATTRIBUTE	nasil_yapilir	STRING
@ATTRIBUTE	ney_kime_yapilir	STRING
@ATTRIBUTE	ney_kimi_yapilir	STRING
@ATTRIBUTE	nerede_yapilir	STRING
@ATTRIBUTE	fiziksel_zihinsel	STRING
@ATTRIBUTE	ne_olunca_yapilir	STRING
@ATTRIBUTE	yapinca_ne_olur	STRING
@ATTRIBUTE	nicin_yapilir	STRING
@ATTRIBUTE	class	{ag,agac,akbil,akordeon,akumulator,alci,altin,ambalaj,anahtar,antibiyotik,apartman,araba,arac,ari,arma,armut,arpa,artik,asansor,asetat,asfalt,asi,asit,aski,astar,atac,atki,atlet,atom,av,avize,ayak,ayakkabi,aygitlar,ayirac,ayna,azot,bacak,baharat,bakir,bakla,bal,balik,balsam,banknot,bant,banyo,barometre,baslik,basortusu,baston,batarya,benzin,beton,bez,biblo,bicak,bidon,bilet,bilgisayar,bina,bira,bisiklet,bluz,bor,bornoz,boru,boya,boynuz,brosur,bugday,buhar,bulasik,buldozer,bulgur,buro,burun,buz,buzdolabi,caki,cakmak,calgi,cam,camasir,canli,canta,catal,cati,cavdar,cay,cd,ceket,cekmece,cekyat,celik,cenaze,cep_telefonu,cephane,cerceve,cetvel,cevcere,ceviz,cicek,ciger,cihaz,cikartma,cikolata,cikrik,cila,cilt,cimento,cini,cinko,civa,civata,civi,cokelek,corap,cumle,cuval,daire,dal,damga,dantel,degirmen,demir,deniz,dergi,deri,deterjan,diken,dil,disci,dolap,domates,domuz,dugme,dunya,duvar,ecza,el,elbise,eldiven,elektrik,elektrik_anahtari,elektrik_sigortasi,elma,elmas,enzim,esarp,esya,et,etek,etiket,ev,fanila,fare,fayans,fermuar,fernuar,fici,fildisi,film,filtre,firin,fisek,fistik,florasan,fosil,fotograf,fotokopi,fren,gaz,gazete,gemi,giysi,gokdelen,gomlek,gomlem,goz,gozlem,gozluk,gubre,gumus,halat,halilar,hamur,harclar,harf,harita,hava,havlu,havuc,havuz,hayvan,heykel,hidrojen,hindistan,hoparlor,hormon,hortum,hucre,hurda,hurma,icecek,igne,ilac,inci,insaat,internet,ip,ipek,iplik,irmik,iskemle,islak_mendil,ispirto,izgara,jenerator,kablo,kabuk,kadife,kagit,kahve,kakao,kalay,kalem,kalemtras,kalorifer,kalp,kalsiyum,kamci,kamera,kamis,kamyon,kantar,kap,kapi,karabiber,karanfil,karbon,karin,karton,kartpostal,kartvizit,kase,kasik,katir,kaucuk,kavun,kayak,kayis,kazak,kazan,kece,keci,kemik,kepenk,kerpeten,kibrit,kil,kilit,kilot,kirec,kiremit,kitap,kitap_ayraci,klasor,klavye,klima,kol,kol_saati,koltuk,komur,kondansator,kornis,koyun,kravat,krom,kukurt,kul,kulak,kum,kumas,kumes,kurdelec,kure,kurk,kursun,kus,kutu,lahana,lamba,lastik,lavabo,lehim,lif,likor,lokomotif,losyon,macun,maden,magnezyum,makas,makine,mandal,manken,mantar,manto,margarin,marmelat,marul,masa,maske,mayo,mendil,merdane,mermer,mermi,metal,meyve,miknatis,mikrop,mikroskop,mineral,misir,mobilya,monitor,mont,motor,motorsiklet,mozaik,mum,murekkep,musamba,musluk,muz,muzik,nisasta,not_defteri,oda_spreyi,odun,oksijen,okuz,olta,omuz,org,orgu,ortu,ot,otobus,otomat,oyuncak,pacavra,palet,pamuk,pancar,pano,pantalon,pantolon,papyon,para,parasut,parfum,parke,parmak,parmaklik,patates,patlayici,pecete,pencere,perde,peruk,petrol,peynir,pijama,pil,pipo,pirasa,pirinc,piyano,plaka,plastik,pompa,porselen,poster,profil,projeksiyon,pudra,pul,puro,puro2,,pusula,radar,radyo,raki,ray,recel,resim,rezistans,romork,saat,sabun,sac,sakal,sakatat,sakiz,salatalik,salgam,saman,sandalye,sapka,sarap,savas,sayac,sebze,sehpa,seker,sekerleme,seluloz,semsiye,sepet,seramik,serum,sicim,sigara,sira,sirke,sirt_cantasi,site,siva,siyanur,soba,sofben,sogan,somun,somya,sos,sosis,soya,sozcuk,sozluk,spor,su,su_isiticisi,sunger,supurge,surahi,susleme,sut,tabak,tabanca,tabela,tablo,tahil,tahta,takvim,talas,tank,tarak,tarcin,tas,tavuk,tayt,tebesir,tekne,tel,televizyon,telsiz,tencere,terazi,tereyagi,terlik,termometre,testere,testi,tirmik,tirnak,tohum,toka,toplanti_masasi,toprak,torba,tornavida,toz,traktor,tugla,tul,tup,tutun,tuval,tuy,tuz,tuzluk,un,uzaktan_kumanda,uzum,vagon,vanilya,varil,vazo,vernik,vida,video,vinc,vitamin,yag,yakit,yangin,yapi,yapistirici,yaprak,yastik,yatak,yay,yayin,yazici,yelek,yiyecek,yogurt,yol,yonca,yosun,yumurta,yun,yuzuk,zamk,zehir,zeytinyagi,zimba,zimpara,zincir}

@DATA
"evde","cansiz","esya","para","agac","agac","odemek","herkes","uzun  kisa","yuvarlak  duz","10 m3","10 gr","beyaz  siyah","","","","","","","","","","",harclar
"bankada","cansiz","para","","","para","","ogrenci","fazla","","","","","","","","","","","","","","",harclar
"vergi dairelerinde","cansiz","para","para","para","para","harcamaya ","insanlar","cok","dikdortgen","10cm3","2gr","bordo","","","","","","","","","","",harclar
"banka  alisveris  kredi","cansiz","odeme","para  maddi kaynak","zaman  tarih","para","odeme  taksit","herkes","donem  odeme","","","","","","","","","","","","","","",harclar
"banka","cansiz","para","kagit  imza","kagit","agac","kamu geliri","devlet","pahali","dikdortgen","","","acik yesil acik pembe","","","","","","","","","","",harclar
"alfabe","cansiz","alfabe","noktalama isaretleri","simgeler","simgeler","yazmak  okumak","insanlar","sesli  sessiz","","","","","","","","","","","","","","",harf
"evde","cansiz","esya","sayi","demir","demir","okumak","herkes","uzun  kisa","yuvarlak  duz","10 m3","44 gr","","","","","","","","","","","",harf
"defterde","cansiz","alfabe","noktalama isareti","","semboller","","ogretmen","buyuk","","","","","","","","","","","","","","",harf
"kitapta","cansiz","ozellik","kelime","harf","harf","birlestirmeye","insanlar","buyuk kucuk","","","","","","","","","","","","","","",harf
"yazi  elektronik  tabela","cansiz","yazi","yazi  cumle","sekiller","piksel  boya","yazmaya  okumaya","herkes","alfabe  isaret","","","","","","","","","","","","","","",harf
"alfabe","cansiz","kelime","noktalama isareti","","","yazi yazmak","insanlar","buyuk kucuk","kare ucgen","","","siyah   kahverengi","","","","","","","","","","",harf
"kitap","cansiz","cografya","lejant","ulkeler  denizler","kagit","yon bulmak","insanlar","eski  yeni","","","","","","","","","","","","","","",harita
"evde","cansiz","esya","esya","agac","agac","okumak","herkes","uzun  kisa","yuvarlak  duz","10 m3","10 gr","mavi","","","","","","","","","","",harita
"","cansiz","","olcek","ulkeler","","yon bulmaya","harita muhendisi","buyuk","","700 cm3","1 kg","","","","","","","","","","","",harita
"duvarda","cansiz","atlas","harita","ulkeler","kagit","ulkelere bakmaya","insanlar","buyuk kucuk","dikdortgen","1m3","100gr","beyaz","","","","","","","","","","",harita
"is  okul  kesif alani","cansiz","yapi","masa  insan","yeryuzu sekilleri","kagit  elektronik","yon bulma  algilama","herkes","yeryuzu  cografya  yapi","diktortgen","","","","","","","","","","","","","",harita
"ev  okul","cansiz","plan","kalem","kagit","agac","yol bulmak","insanlar","buyuk  kucuk","dikdortgen","","","yesil mavi kahverengi","","","","","","","","","","",harita
"dogal ortamda","cansz","","toprak  su","oksijen  azot","oksijen  azot","nefes almak","canlilar","temiz  kirli","yok","","","renksiz","","","","","","","","","","",hava
"dunya","cansiz","hava","oksijen","oksijen","oksijen","bakmak","herkes","uzun  kisa","yuvarlak  duz","","10 gr","mavi","","","","","","","","","","",hava
"heryerde","cansiz","","kara","gaz","oksijen karbondioksit","nefes almaya","insanlar","temiz","bulundugu yerin seklini alir","1 m3","1204 gr","","","","","","","","","","","",hava
"dogada","cansiz","hava","oksijen","oksijen karbondioksit","oksijen","hava almaya ","canlilar","temiz","","","","renksiz","","","","","","","","","","",hava
"dunya  heryer","cansiz","madde","canli  yasam  oksijen","azot  oksijen","gaz","canli yasam  ferahlik","herkes","nefes  hayat  yasam","","","","","","","","","","","","","","",hava
"dunya","cansiz","gaz","","oksijen","molekul","solunum","canlilar","ferah","","","","renksiz","","","","","","","","","","",hava
"banyo","cansiz","kumas","askilik","desen","kumas","kurulanmak","insanlar","yumusak  eski  yeni","","","","beyaz","","","","","","","","","","",havlu
"evde","cansiz","esya","musluk","iplik","iplik","silmek","herkes","uzun  kisa","yuvarlak  duz","7 m3","10 gr","beyaz  siyah","","","","","","","","","","",havlu
"banyoda","cansiz","nesne","sabun","pamuk","pamuk","kurulanmaya","yuzuculer","islak","kare dikdortgen yuvarlak","500 cm3","400 gr","","","","","","","","","","","",havlu
"lavaboda","cansiz","bez","su","bez","bez","yuz silmeye","insanlar","temiz","dikdortgen","1m3","100gr","beyaz","","","","","","","","","","",havlu
"banyo  mutfak","cansiz","esya","el  yuz","iplik","kumas","temizlik  kurulanma","herkes","temizlik  bez  yuzey","diktortgen","30 cm","","","","","","","","","","","","",havlu
"banyo","cansiz","bez","bornoz","iplik yun","pamuk","kurulanmak","insanlar","yumusak sert","dikdortgen","","","mavi yesil pembe","","","","","","","","","","",havlu
"tarla","canli","bitki","toprak  su","vitamin","","beslenmek","herkes","taze  curumus","konik","","","turuncu","","","","","","","","","","",havuc
"evde","cansiz","bitki","domates","bitki","bitki","yemek","herkes","uzun  kisa","yuvarlak  duz","10 m3","10 gr","turuncu","","","","","","","","","","",havuc
"markette","cansiz","besin","limon","vitamin","havuc","yemeye","insanlar","turuncu","sap","25 cm3","25 gr","turuncu","","","","","","","","","","",havuc
"salatada","cansiz","sebze","domates","","","","","","","","","","","","","","","","","","","",havuc
"yer  mutfak  buzdolabi  market","cansiz","yiyecek","toprak  dolap","bitki","sebze","yemek  yiyecek","herkes","maydonozgil  koni","","","","","","","","","","","","","","",havuc
"toprak altinda","canli","bitki","brokoli","vitamin","mineral","beslemek","insanlar tavsanlar","sert","huni","","","turuncu","","","","","","","","","","",havuc
"ev","cansiz","","sezlong  semsiye","su","beton","yuzmek","insanlar","buyuk  olimpik","dikdortgen","","","mavi","","","","","","","","","","",havuz
"evde","cansiz","esya","su","su","su","yuzmek","herkes","uzun  kisa","yuvarlak  duz","10 m3","10 gr","mavi","","","","","","","","","","",havuz
"otelde","cansiz","","trambolin","su","","yuzmeye","yuzuculer","bos","dikdorgen kare","398 m3","400000 kg","mavi","","","","","","","","","","",havuz
"bahcede","cansiz","deniz","mayo","su","su","yuzmeye","insanlar","temiz","dikdortgen","10m3","50kg","mavi","","","","","","","","","","",havuz
"arsa  ev  otel","cansiz","dekor","bahce  su","su","tas  mermer  feyans","yuzme  keyif","herkes","beton  sert  tatil","diktortgen","25 m","","","","","","","","","","","","",havuz
"ev otel","cansiz","cukur","sezlong","klor","su","yuzmek","insanlar","buyuk kucuk","dikdortgen","","","mavi ","","","","","","","","","","",havuz
"dogal ortamda","canli","canli","bitki  doga","ic organlar","et  kemik","","","vahsi","","","","","","","","","","","","","","",hayvan
"ormanda","canli","hayvan","insan","hayvan","hayvan","sevmek","herkes","uzun  kisa","yuvarlak  duz","10 m3","54 gr","beyaz  siyah","","","","","","","","","","",hayvan
"dogada","canli","canli","hayvan","hayvan turleri","","","insanlar","yirtici","degisken","10000 cm3","10 kg","","","","","","","","","","","",hayvan
"dogada","canli","insan","insan","kedi","yilan","surunmeye","hayvan","zehirli","cizgi","3m3","10kg","siyah","","","","","","","","","","",hayvan
"orman  petshop","canli","canli","suru  orman","et  kemik  organ","hucre","canli ","kimse","okaryot  canli sinif","","","","","","","","","","","","","","",hayvan
"doga","canli","canli","bitki toprak","organ","hucre","ekolojik denge","doga","evcil yabani","","","","kahverengi beyaz siyah","","","","","","","","","","",hayvan
"muze","cansiz","sanat","resim  tablo","","tas","anmak  hatirlamak","insanar","eski  muazzam","","","","beyaz","","","","","","","","","","",heykel
"bahcede","cansiz","esya","agac","tas","tas","bakmak","herkes","uzun  kisa","yuvarlak  duz","100 m3","10 gr","beyaz  siyah","","","","","","","","","","",heykel
"sokakta","cansiz","sanat eseri","tanitim yazisi","tas","tas","","","eski","kadin erkek","120000 cm3","80 kg","kirik beyaz","","","","","","","","","","",heykel
"sokakta","cansiz","sanat","heykeltras","","","","","","","","","","","","","","","","","","","",heykel
"muze  sanat okulu","cansiz","sanat eseri","sanat  eser","bicimli yapi","mermer  kil  alci","sanat  kultur","herkes","kultur  tarih  kavram","","","","","","","","","","","","","","",heykel
"muze","cansiz","sanat yapiti","tablo","mermer","kalker","ortamin guzellesmesi","insanlar","guzel kucuk buyuk","insani","","","gri","","","","","","","","","","",heykel
"dogal ortamda","cansiz","element","oksijen","elektron  proton","","","","az  cok","","","","","","","","","","","","","","",hidrojen
"evde","cansiz","esya","oksijen","oksijen","oksijen","","herkes","uzun  kisa","yuvarlak  duz","","56 gr","beyaz  siyah","","","","","","","","","","",hidrojen
"bilesiklerde","cansiz","element","oksijen","","","","bilim adamlari","tek elementli","gaz","11 cm3","1 gr","","","","","","","","","","","",hidrojen
"araclarda","cansiz","kimyasal ","oksijen","hava","hava","hava almaya ","insanlar hayvanlar","temiz","sekilsiz","","","renksiz","","","","","","","","","","",hidrojen
"hayvan  bitki  komur  petrol","cansiz","madde","oksijen  gaz","proton  elektron","gaz","enerji kaynagi","herkes","element  diamotik","","","","","","","","","","","","","","",hidrojen
"doga","cansiz","gaz","oksijen","karbon","karbon","suyu olusturmak","doga","yakici","","","","","","","","","","","","","","",hidrojen
"asya","cansz","ulke","pakistan  okyanus","sehirler","","","Hintliler","kalabalik  gurultulu","","","","","","","","","","","","","","",hindistan
"dunya","cansiz","dunya","ulke","","","","herkes","uzun  kisa","yuvarlak  duz","1000 m3","10 gr","","","","","","","","","","","",hindistan
"Gunay Asya'da","cansiz","ulke","pakistan","insan","","","","kalabalik","","250 cm3","1 kg","","","","","","","","","","","",hindistan
"dunyada","cansiz","hindistan","pakistan","insanlar","","insanlarin yasamasina","insanlar","kulturlu","sekilsiz","","","","","","","","","","","","","",hindistan
"dunya  asya","cansiz","ulke","cin  pakistan  nepal","canli  yapi  insan","toprak  insan","ulke  birlik","herkes","cografi  nufus","","3.287.000 km²","","","","","","","","","","","","",hindistan
"dunya","cansiz","ulke","pakistan","sehir","","bir arada yasamak","hintli insanlar","sicak buyuk","","","","","","","","","","","","","","",hindistan
"ev  araba","cansiz","","sarki  muzik","","plastik  kumas","dinlemek","herkes","gurultulu  patlak","","0.1 m3","100 gr","","","","","","","","","","","",hoparlor
"evde","cansiz","esya","bilgisayar","ses","ses","calmak","herkes","gurultulu","yuvarlak  duz","8 m3","20 gr","beyaz  siyah","","","","","","","","","","",hoparlor
"konserde","cansiz","nesne","kablo","ses","metal","muzik dinlemeye","muzisyenler","yuksek sesli","kare","","","","","","","","","","","","","",hoparlor
"dugun yerinde","cansiz","ses sistemi","bilgisayar","ses sinyalleri","ses","ses cikarmaya","insanlar","guclu","sekilsiz","","","","","","","","","","","","","",hoparlor
"magaza  ev  ofis","cansiz","aygit","muzik  dans","bobin  miknatis","demir  celik","muzik  ses","herkes","elektrikli ses  alet","","","","","","","","","","","","","","",hoparlor
"elektronik magaza","cansiz","aygit","kablo kulaklik","kablo","plastik","yuksek ses","insanlar","buyuk","dikdortgen","","","siyah gri","","","","","","","","","","",hoparlor
"vucut","cansiz","salgi","","","","duygu durum degisikligi","herkes","dengesiz","","","","","","","","","","","","","","",hormon
"insan","cansiz","vucut","insan","dna","dna","","herkes","uzun  kisa","yuvarlak  duz","","","","","","","","","","","","","",hormon
"","","","","","","","","","","","","","","","","","","","","","","",hormon
"insanda","canli","genetiksel yapi","insan","genler","genetik","","insanlar","dengesiz","","","","beyaz","","","","","","","","","","",hormon
"insan  hayvan","canli","organ","salgi  bez","salgilar","hucre","metobolik olaylar ","herkes","islev  salgibezi","","","","","","","","","","","","","","",hormon
"vucut","cansiz","salgi maddesi","kan","aldesteron","salgi bezi","yasamsal fonksiyonlari duzenlemek","insanlar hayvanlar","yuksek dusuk","","","","","","","","","","","","","","",hormon
"dogada","cansiz","ruzgar","musluk","esya insan","","su akitmaya","insanlar","kalin","cizgi","1m3","1kg","lacivert","","","","","","","","","","",hortum
"bahce  park","cansiz","alet","agac  cicek  musluk","su","plastik","su aktarmak","bahcivan  bahce sahibi","eski  tazyikli","daire","2 cm3","3 kg","turuncu  kirmizi ","","","","","","","","","","",hortum
"bahce  banyo","cansiz","alet","musluk","su","plastik","suyun gecisini saglamak","herkes","uzun  kisa  delik","uzun boru","","","yesil  siyah","","","","","","","","","","",hortum
"gokyuzu","cansiz","ruzgar","firtina","bulut","hava","","","korkutucu  tehlikeli","silindir","","","","","","","","","","","","","",hortum
"nalbur","cansiz","alet","bitki cimento","sivi","plastik demir","sulama","herkes","uzun ince kalin","yuvarlak","","","","","","","","","","","","","",hortum
"bahce  oto yikama","cansiz","alet","musluk  su pompasi","plastik","pvc","su ihtiyacini karsilamak  temizlemek","herkes","uzun","yuvarlak  uzun","","","","","","","","","","","","","",hortum
"canlilarda","canli","organizma","kan  kemik  damar","protein  plazma","protein","canliyi olusturmak","tum canlilar","olu  yenilenmis  canli  zedelenmis","oval","","","renksiz","","","","","","","","","","",hucre
"insan  hayvan  bitki","canli","","","cekirdek  mitokondri","","temel islevleri yerine getirmek","canlilar","olu  canli  tek  cok","","","","","","","","","","","","","","",hucre
"canli","canli","biyoloji","hucre","ribozom  endoplazmik retikulum  mitokondri","protein  yag","canliyi olusturmak","herkes","kompleks","kure","","","","","","","","","","","","","",hucre
"insan","canli","canlilik","kan","atomlar","","","canlilar","","","","","","","","","","","","","","","",hucre
"canli organizma","canli","organ","diger hucreler","DNA  sitoplazma","organik  su","enerji uretmek","canli organizmalar","kucuk","yuvarlak","","","","","","","","","","","","","",hucre
"cop  atik alani","cansiz","esya","cop","kagit  karton  elektronik esya","karton  elektronik","yakmak  satmak","herkes","eski  ise yarar","her sekilde","","","","","","","","","","","","","",hurda
"hurdaci","cansiz","","diger hurda aletler","","","","herkes","eski","","","","","","","","","","","","","","",hurda
"hurdalik  cop","cansiz","metal  tahta","demir cubuk  cop  dokuntu","kumas  demir","metal  odun","geri donusum","hurdaci","dokulmus  ise yaramaz","","","","","","","","","","","","","","",hurda
"hurdaci","cansiz","alet","hurda","demir","demir","geri donusum","hurdaci","eski","","","100 kg","pas rengi","","","","","","","","","","",hurda
"heryerde","cansiz","alet","poset  kova","metal  plastik","demir  bakir  plastik turevleri","geri donusum","sanayi kuruluslari","eski  pasli  kirik","cokgen","","1000 kg","siyah  beyaz  kahverengi","","","","","","","","","","",hurda
"agacta  manavda","cansiz","bitki","dal  agac","vitamin  lif  seker","seker","yemek ","insan","tatli  aci  lezzetli","oval","2 cm3","4 gr","kahverengi ","","","","","","","","","","",hurma
"agac","canli","meyve","yaprak","cekirdek","","beslenmek","insanlar","yas  taze","oval","","","kahverengi","","","","","","","","","","",hurma
"agac","canli","meyve","palmiye  ot","cekirdek","tohum","yenmek","insan","tatli  taze  kuru","elips","","","mor  kahverengi  turuncu  kirmizi","","","","","","","","","","",hurma
"sicak iklim bolgelerinde","cansiz","meyve","zemzem","cekirdek","","beslenme","herkes","guzel","","","100 kg","koyu kahverengi","","","","","","","","","","",hurma
"bahce  orman","canli","meyve","agac  cimen  insan","vitamin  mineral","organik  su","beslemek","herkes","tatli  parlak  yapiskan","oval","10 cm3","20 gr","kahverengi","","","","","","","","","","",hurma
"her yerde","cansiz","esya","yemek bardak","su","su","","canlilar","soguk  sicak","sekilsiz","6 cm3","300 gr","renksiz","","","","","","","","","","",icecek
"ambalaj  sise","cansiz","gida","bardak","asit  seker","su","su oranini dengeler","canlilar","soguk  sicak","bulundugu kabin seklini alir","","","","","","","","","","","","","",icecek
"buzdolabi  masa  market","cansiz","gida","bardak","su  seker  alkol  meyve","su","icilmek","canlilar","sicak  soguk  lezzetli","","","1 litre","","","","","","","","","","","",icecek
"mutfak kafe","cansiz","besin","gida","su sut meyve","","","","","","","","","","","","","","","","","","",icecek
"market  ev","cansiz","gida","cam sise  plastik sise","su  alkol  sut","su  alkol","su ihtiyaci","herkes","tatli  eksi  aci","akiskan","","","seffaf  kirmizi  beyaz  siyah","","","","","","","","","","",icecek
"hastanelerde","cansiz","tibbi malzeme","damar","ilac","plastik","tedavi","insan","keskin","silindir","0 2 cm3","1 gr","beyaz","","","","","","","","","","",igne
"dikis kutusu  siringa ucu","cansiz","alet","dugme  iplik","","demir","delmek  dikis dikmek","insanlar","uzun  ince","ince","","","gri","","","","","","","","","","",igne
"hastane  eczane","cansiz","saglik","sise  pamuk  tup","ilac","celik","enjeksiyon","canlilar","sivri","","","","gumus","","","","","","","","","","",igne
"dikis kutusu","cansiz","dikis","ip  makas","demir","demir","dikis","terzi","","ince  uzun","","","gri","","","","","","","","","","",igne
"eczane  konfeksiyon","cansiz","alet","iplik  siringa","sivi","demir  karbon","dikis yapmak  asi uglamak","herkes","ince  uzun  sert","yuvarlak  uzun","","5 gr","gri","","","","","","","","","","",igne
"hastanelerde  eczanede","cansiz","tibbi malzeme","igne","vitamin  mineral","kimyasal maddeler","iyilestirmeye yarar","insan","tatsiz","oval","","","her renkte","","","","","","","","","","",ilac
"eczane  buzdolabi","cansiz","eczane","ilac","kimyasal madde","kimyasal madde","tedavi etmek","canlilar","sivi  tablet","kati  sivi","","","mavi  beyaz","","","","","","","","","","",ilac
"hastane  eczane","cansiz","saglik","recete","kimyasal madde","etkin madde  tasiyici","iyilesmek","canlilar","aci  buyuk","","","","","","","","","","","","","","",ilac
"eczane ilkyardim kutusu","cansiz","saglik","krem pamuk","","","","","","","","","","","","","","","","","","","",ilac
"eczane  ev  hastane","cansiz","kimyasal","kutu","organik  inorganik  sentetik kimyasal","","iyilestirme  semtom azaltma","herkes","aci  yapiskan","yuvarlak  oval","","10 gr","beyaz  sari  mavi","","","","","","","","","","",ilac
"dogada","cansiz","esya","istiridye ","","istiridye","aksesuar olarak kullanmaya yarar","insan","parlak","yuvarlak","","2 gr","beyaz","","","","","","","","","","",inci
"deniz","cansiz","","","","","","insanlar","parlak","","","","","","","","","","","","","","",inci
"istiridyenin ici","cansiz","tas","istirdiye ic organlari","toz  kum","kalsiyum karbonat","takilmak","insan","parlak  goz alici","kure","","","sedef  pembe","","","","","","","","","","",inci
"deniz","canli","mucevherat","zincir","","","taki  sus  aksesuar","kadinlar","yuvarlak parlak","yuvarlak","","","parlak beyaz","","","","","","","","","","",inci
"deniz  istiridye  kuyumcu","cansiz","tas","kolye  insan  istiridye","kalsiyum karbonat","kalsiyum karbonat","guzel gorunmeye","herkes","guzel  parlak  sert","yuvarlak","1 cm3","3 gr","beyaz  siyah","","","","","","","","","","",inci
"her yerde","cansiz","","vinc","toz","","insa etmek","insan","gurultulu","","","","renksiz","","","","","","","","","","",insaat
"sokak","cansiz","","bina","","","","insanlar","bitmis","","","","","","","","","","","","","","",insaat
"sehir","cansiz","yapi","calisma makineleri","demir  cimento  tugla","kirectasi","barinmak","insan","buyuk  zorlayici","","","","gri","","","","","","","","","","",insaat
"bos arazi","cansiz","muteahhit","","demir tugla","","","","","","","","","","","","","","","","","","",insaat
"sehir  koy","cansiz","tas  demir","insan  makine","demir  kum  cimento  boya","demir  karbon  kalsiyum karbonat  magnezyum karbonat  silisyum karbonat  alci","barinma  ogrenim gorme  tedavi","herkes","","uzun","5000 m3","","","","","","","","","","","","",insaat
"teknolojik aletlerde","cansiz","","kablo","ag ","yazilim","bilgi edinmek  arastirmak","insan","hizli  yavas","","","","renksiz","","","","","","","","","","",internet
"her yer","cansiz","","","","","","insanlar","hizli","","","","","","","","","","","","","","",internet
"bilgisayar","cansiz","teknoloji","bilgisayar  telefon  televizyon","data","elektrik","iletisim kurmak","insan","hizli","","","","","","","","","","","","","","",internet
"telefon  PC","cansiz","","","","","","","","","","","","","","","","","","","","","",internet
"ev  okul  hastane  banka","cansiz","elektrik","bilgisayar  insan","fiber  koaksiyal kablolar  routerlar","plastik  metal","iletisim  haberlesme","herkes","","","","","","","","","","","","","","","",internet
"kumaslarda","cansiz","esya","igne","","pamuk  yun","kumas olusturmaya yarar","insan","ince","duz","0 1 cm3","1 gr","her renkte","","","","","","","","","","",ip
"kumas","cansiz","bag","","","","","insanlar","saglam  kopmus","","","","","","","","","","","","","","",ip
"terzi  dikis kutusu","cansiz","tekstil","igne  kumas  iplik","pamuk","lif","dikmek","insan","renkli  saglam","","","","","","","","","","","","","","",ip
"tuhafiye canta","cansiz","dikis orgu","igne.tig sis","","","","","","","","","","","","","","","","","","","",ip
"ev  konfeksiyon","cansiz","lif","insan  makine","dogal lif  sentetik lif","pamuk  kimyasal","dikis yapmak  kiyafet","herkes","ince  uzun  yumusak","ince  uzun","","","beyaz  kirmizi  sari  yesil  siyah  mavi","","","","","","","","","","",ip
"ipliklerde","cansiz","malzeme","iplik  igne","iplik","yun","yumusak kumas eldesi","insan","yumusak","duz","","","her renkte","","","","","","","","","","",ipek
"giysilerde","cansiz","kumas","","","","","insanlar","parlak","","","","","","","","","","","","","","",ipek
"ipekbocegi yuvasi","cansiz","dokumacilik","kumas","lif","ipek bocegi kozasi","dokumak","insan","saglam  esnek  yumusak","","","","beyaz","","","","","","","","","","",ipek
"kumasci","cansiz","kumas","iplik","pamuk","koza","tekstil","konfeksiyon terzi","","duz dikdortgen","","","her renk","","","","","","","","","","",ipek
"ev  konfeksiyon  magaza","cansiz","lif","insan  makine  ipek bocegi","dogal lif","dogal  kimyasal","dikis yapmak  kiyafet","herkes","ince  uzun  yumusak","ince  uzun","","","","","","","","","","","","","",ipek
"her yerde","cansiz","esya","igne  ip","pamuk","","tekstil malzemelerini kullanima uygun hale getirmek","insan","renkli","duz","","","her renkte","","","","","","","","","","",iplik
"kumas  giysi","cansiz","ip","dikis makinesi","","lif","","insanlar","saglam","","","","","","","","","","","","","","",iplik
"fabrika","cansiz","tekstil","igne  dikis makinesi","dokuma maddeleri","lif","dokumak","insan","yumusak","silindir","","","","","","","","","","","","","",iplik
"konfeksiyon  terzi","cansiz","dikis orgu","igne  makina","pamuk","koza","dikis","terzi  makasdar","yumusak  ince","ince  uzun","","1 2 gr","cesitli renkler","","","","","","","","","","",iplik
"ev  konfeksiyon","cansiz","lif","insan  makine","dogal lif  sentetik lif","pamuk  kimyasal","dikis yapmak  kiyafet","herkes","ince  uzun  yumusak","ince  uzun","","","beyaz  kirmizi  sari  yesil  siyah  mavi","","","","","","","","","","",iplik
"sanayilerde","cansiz","yiyecek","","bugday","bugday","yemeklerde kullanmak","insan","parlak","koseli","","","sari","","","","","","","","","","",irmik
"tatli","cansiz","gida","","","bugday","irmik helvasi yapmak ","insanlar","taze","","","","beyaz","","","","","","","","","","",irmik
"market  mutfak","cansiz","gida","un  bulgur","sert bugday","bugday","yenmek","insan","tatli","","","","sari","","","","","","","","","","",irmik
"market","cansiz","bakliyat","seker un","","","","","","","","","","","","","","","","","","","",irmik
"market  ev","cansiz","gida","insan  makine","vitamin  mineral","bugday","beslemek","herkes","parlak","koseli","","","sari","","","","","","","","","","",irmik
