@RELATION	text2arff

@ATTRIBUTE	tanimi_nedir	STRING
@ATTRIBUTE	class	{acele_etmek,aciklamak,acilmak,acmak,affetmek,ag,agac,aglamak,akil_etmek,alay_etmek,alismak,almak,anlamak,anlatmak,anmak,araba_surmek,aramak,artmak,arzu_etmek,asik_olmak,asmak,atamak,ates_etmek,atlamak,atmak,ayaga_kalkmak,ayarlamak,ayirmak,ayrilmak,bagirmak,bagislamak,baglamak,bahsetmek,bakmak,balik_tutmak,banyo_yapmak,barismak,basarmak,baslamak,baslatmak,basmak,begenmek,beklemek,belgelemek,belirlemek,belirtmek,benzemek,bikmak,bildirmek,bilmek,binmek,bir_araya_gelmek,birakmak,bitirmek,bitmek,bolmek,borc_almak,borc_vermek,bozdurmak,bozmak,bulmak,bulunmak,bulusmak,buyumek,cagirmak,cagrida_bulunmak,calismak,calmak,can_almak,can_vermek,cani_sikilmak,canlandirmak,canlanmak,canta,carpismak,carpmak,catal,cati,cavdar,cay,cekmece,cekmek,cekyat,celik,cerceve,cereyan_etmek,cevap_vermek,cevaplandirmak,cevirmek,ceza_vermek,cezalandirmak,cicek,cikarmak,cikartma,cikmak,cikolata,cikrik,cimento,cini,civi,cizmek,cokelek,corap,cozmek,cuval,dagitmak,daire,dal,damga,dans_etmek,dantel,davam_etmek,davet_etmek,davranmak,degerlendirmek,degismek,degistirmek,demek,denemek,ders_calismak,desteklemek,deterjan,devam_etmek,dikkat_etmek,dile_getirmek,dilemek,dinlemek,dinlenmek,dogmak,dogrulamak,dokmek,dokunmak,dolasmak,donmek,dovmek,dua_etmek,durdurmak,durmak,dus_yapmak,dusmek,dusunmek,duvar,duymak,duzenlemek,eglenmek,ele_gecirmek,emekli_olmak,emretmek,endise_etmek,engel_olmak,engellemek,ertelemek,etkilemek,ev_tutmak,evlenme_teklif_etmek,evlenmek,ezberlemek,farketmek,farzetmek,feshetmek,fotokopi_cekmek,fren_yapmak,gec_kalmak,gecikmek,gecirmek,gecmek,gelismek,gelistirmek,gelmek,gerceklesmek,gerceklestirmek,gerekmek,geri_vermek,getirmek,gezmek,girmek,gitmek,giyinmek,giymek,gizlemek,gocmek,gondermek,gormek,gorunmek,gorusmek,gostermek,goturmek,goz_atmak,gozaltina_almak,gozden_gecirmek,gozukmek,grev_yapmak,gulmek,guzellesmek,haber_vermek,harcamak,hatirlamak,hatirlatmak,hazirlamak,hazirlanmak,heyecan_duymak,hissetmek,hosa_gitmek,hoslanmak,icmek,idare_etmek,iddia_etmek,ifade_vermek,ihrac_etmek,ihtiva_etmek,ikaz_etmek,ikna_etmek,ikram_etmek,ilan_etmek,ileri_surmek,ilerlemek,ilgilenmek,imkansiz,imtihan_etmek,imtihana_girmek,imzalamak,inanmak,incelemek,inmek,insaat_yapmak,iptal_etmek,isaret_etmek,isbirligi_yapmak,isgal_etmek,isinmak,isirmak,isitmak,isitmek,ismarlamak,israr_etmek,istemek,istifa_etmek,isyan_etmek,ithal_etmek,itiraz_etmek,itmek,izah_etmek,izin_almak,izin_vermek,izlemek,kabul_etmek,kacirmak,kacmak,kahvalti_etmek,kaldirmak,kalkmak,kalmak,kamp_yapmak,kanunlasmak,kapamak,kapanmak,kar_etmek,karar_vermek,karismak,karsi_cikmak,karsilamak,karsilastirmak,katilmak,kaybetmek,kaybolmak,kaydetmek,kaygilanmak,kayit_yaptirmak,kaynaklanmak,kaza_yapmak,kaza_yaptirmak,kazanmak,kesmek,kinamak,kirada_oturmak,kiralamak,kirmak,kizmak,koklamak,kokmak,kolaylamak,kolaylasmak,kontrol_etmek,konusmak,korkmak,korumak,kosmak,kovmak,koymak,kullanmak,kurmak,kurtarmak,kuskulanmak,kutlamak,kuvvetlenmek,lazim_olmak,mahvetmek,mecbur_olmak,memnun_kalmak,memnun_olmak,merak_etmek,mesgul_olmak,meshur_olmak,meydana_cikmak,meydana_gelmek,mezun_olmak,monte_etmek,mudafaa_etmek,mudahale_etmek,munakasa_etmek,muracaat_etmek,musaade_etmek,neden_olmak,nefret_etmek,nezle_olmak,nitelendirmek,noktalamak,not_almak,not_etmek,not_tutmak,odemek,ogrenmek,ogretmek,okumak,oldurmek,olmak,olmek,olusmak,olusturmak,onaylamak,one_surmek,onem_vermek,onermek,ongormek,onlemek,opmek,ortadan_kaldirmak,ortaya_cikarmak,ortaya_koymak,oturmak,oy_vermek,oynamak,ozetlemek,ozlemek,ozur_dilemek,paniklemek,para_kazanmak,pazarlik_etmek,pisirmek,pisman_olmak,pismek,planlamak,postalamak,rahat_almak,rahatsiz_etmek,rastlamak,razi_olmak,reddetmek,rejim_yapmak,restore_etmek,rica_etmek,riske_girmek,riski_girmek,saglamak,saklamak,saldirmak,sanmak,sapmak,saptamak,sarki_soylemek,sarmak,sart,sasirmak,sasmak,satin_almak,satmak,savasmak,savunmak,saymak,selamlamak,sevinmek,sevmek,seyahat_etmek,seyretmek,siginmak,sikayet_etmek,sikilmak,sinava_girmek,sinirlamak,sohbet_etmek,sokmak,son_vermek,sona_ermek,soylemek,soz_vermek,spor_yapmak,suphe_etmek,surdurmek,surmek,takip_etmek,takmak,tanismak,tanistirmak,tasimak,tavsiye_etmek,teklif_etmek,tekrar_etmek,telefon_etmek,temas_etmek,temas_kurmak,temin_etmek,temizlemek,temsil_etmek,tercih_etmek,tercume_etmek,terfi_etmek,terlemek,tesekkur_etmek,tesir_etmek,teslim_etmek,tesvik_etmek,titremek,toplamak,toplanmak,tutmak,tutuklamak,ucmak,ugramak,ugrasmak,ulasmak,umit_etmek,ummak,unutmak,uretmek,usumek,uyanmak,uyarmak,uygulamak,uymak,uyumak,uzanmak,uzerinde_durmak,uzulmek,var_olmak,varmak,vazgecmek,vermek,vurmak,yagmak,yakalamak,yaklasmak,yakmak,yalanlamak,yanit_vermek,yanitlamak,yanitsiz_birakmak,yanmak,yapmak,yaratmak,yasaklamak,yasaklanmak,yasamak,yaslanmak,yatirmak,yatmak,yaymak,yazmak,yedirmek,yemek_yemek,yenmek,yer_almak,yer_vermek,yerine_getirmek,yetismek,yetistirmek,yikamak,yikmak,yol_acmak,yolculuk_yapmak,yollamak,yonetmek,yorulmak,yukselmek,yurumek,yurutmek,yuzmek,zahmet_etmek,zannetmek,zarar_etmek,ziyan_etmek,ziyaret_etmek,zorlamak,zorluk_cekmek,zorunda_olmak}

@DATA
"goze gorunecek sekilde gorulur olmak",gorunmek
"baska bir insan tarafindan farkedilmek.",gorunmek
"Bir kisiyle bir araya gelmek",gorusmek
"iletisim kurmak",gorusmek
"bulusmak",gorusmek
"birisi ile bulusmak",gorusmek
"bulusarak oturup konusmak  soylesmek",gorusmek
"bir veya birden fazla insan ile bulusmak.",gorusmek
"Bir kisiye bir nesnenin isaret edilmesi",gostermek
"bir seyi belli etmek",gostermek
"isaret etmek",gostermek
"bir sey gostermek",gostermek
"ortaya cikarmak  gorulmesini saglamak",gostermek
"bir nesneyi veya esyayi baska bir insanin gormesini saglamak.",gostermek
"Bir nesneyi bir noktadan baska noktaya tasimak",goturmek
"bir seyi baska bir yere koymak",goturmek
"tasimak",goturmek
"bir yere birakmak",goturmek
"yanina alarak gitmek  tasimak  ulastirmak",goturmek
"bir nesneyi veya esyayi bir yerden baska bir yere tasimak",goturmek
"Bir seyi ustun koru incelemek",goz_atmak
"incelemek",goz_atmak
"kisaca bakmak",goz_atmak
"kontrol etmek",goz_atmak
"bakivermek  soyle bir bakip gecmek",goz_atmak
"kisaca bakmak.",goz_atmak
"Tutuklamak",gozaltina_almak
"sorgulamak",gozaltina_almak
"tutuklamak",gozaltina_almak
"sucluya ceza vermek",gozaltina_almak
"kisitlanmak alikonmak",gozaltina_almak
"bir suc islenmesi durumunda suclunun polis gozetimine alinmasi.",gozaltina_almak
"Bir seyi ustun koru incelemek",gozden_gecirmek
"tekrar incelemek",gozden_gecirmek
"kontrol etmek",gozden_gecirmek
"kontrol etmek",gozden_gecirmek
"iyice incelemek  her yanina bakmak",gozden_gecirmek
"herhangi bir karari yeniden kontrol etmek.",gozden_gecirmek
"Baskasinin kisiyi gormesi",gozukmek
"sunmak",gozukmek
"kisaca belirmek",gozukmek
"meydanda olmak",gozukmek
"kendini gostermek  gorunmek",gozukmek
"herhangi birine kendini gostermek.",gozukmek
"Bir duruma tepki gostermek icin topluca hareket etmek",grev_yapmak
"tepki gostermek",grev_yapmak
"boykot yapmak",grev_yapmak
"protesto etmek",grev_yapmak
"iscilerin hep birlikte isi birakmasi",grev_yapmak
"calisan iscilerin haklarini aramak icin toplu halde is yapmamasidir.",grev_yapmak
"Olumlu bir duruma gosterilen tepki",gulmek
"mutlu olmak",gulmek
"mutlu olmak",gulmek
"eglenmek",gulmek
"nese duygusu  eglenmek",gulmek
"mutlu olumasi durumunda agiz ile yapilan eylemdir.",gulmek
"Kisini daha onceye gore daha guzel olmasi",guzellesmek
"guzel gorunmek",guzellesmek
"kendine bakmak",guzellesmek
"bakimli olmak",guzellesmek
"guzel duruma gelmek",guzellesmek
"guzel bir duruma gelmek",guzellesmek
"Bir gelismeyi iletmek",haber_vermek
"bilgi yollamak",haber_vermek
"bilgi vermek",haber_vermek
"bildirmek",haber_vermek
"herhangi bir seyi bildirmek",haber_vermek
"bir durumu bildirmek .",haber_vermek
"Mevcut paranin bir kismini tuketmek",harcamak
"satin almak",harcamak
"tuketmek",harcamak
"para eksiltmek",harcamak
"bir seyi alabilmek icin tuketmek",harcamak
"bir esyayi satin almak icin para vermek",harcamak
"Bir olayin akla gelmesi",hatirlamak
"tecrubelerini gormek",hatirlamak
"aklina gelmek",hatirlamak
"hafizayi kullanmak",hatirlamak
"bir seyi akla getirmek ",hatirlamak
"daha once yasanilan bir olayi animsamak.",hatirlamak
"Bir olayin karsidaki kisiye tekrar anlatilmasi",hatirlatmak
"unutulan bir  seyi gostermek",hatirlatmak
"aklina getirmek",hatirlatmak
"yasanmis hikayeyi anlatmak",hatirlatmak
"belli bir vakit verilmesi",hatirlatmak
"bir kisiye unuttugu dusunulen bir oayi yeniden animsamasini saglaoak.",hatirlatmak
"Bir seyi olmasi gereken hale getirmek",hazirlamak
"bir seyi guzel hale getirmek",hazirlamak
"uygun hale getirmek",hazirlamak
"caba sarfetmek",hazirlamak
"yararlanilabilecek duruma getirilmesi",hazirlamak
"bir esyayi kullanabilmek icin uygun hale getirmek.",hazirlamak
"Bir eylem icin gereken hale gelmek",hazirlanmak
"guzel gorunmek",hazirlanmak
"uygun olmak",hazirlanmak
"ugrasmak",hazirlanmak
"kendini hazir duruma getirmek",hazirlanmak
"bir durum icin kendi kendini uygun durma getirmek.",hazirlanmak
"Yeni bir durum karsisinda hissedilen duygu",heyecan_duymak
"ilginc bir sey olma istegi",heyecan_duymak
"mutlu olmak",heyecan_duymak
"duygu hissiyati",heyecan_duymak
"Farkli duygularin ortaya cikma durumu",heyecan_duymak
"bir durum karsisinda adrenalin hormanindan kaynakli yogun duygular yasamak.",heyecan_duymak
"Bir seyin duyu organlariyla farkinda olunmasi",hissetmek
"merak etmek",hissetmek
"duygu yasamak",hissetmek
"duygusal olay",hissetmek
"Bir seyi anlamak fark etmek ",hissetmek
"bir durumu anlamak  duyumsamak",hissetmek
"Bir seyi begenmek",hosa_gitmek
"ilgilenmek",hosa_gitmek
"sevilmek",hosa_gitmek
"begenilmek",hosa_gitmek
"birinden veya bir seyden hoslanmak",hosa_gitmek
"bir nesneyi veye durumu begenmek",hosa_gitmek
"Bir kisiye karsi olumlu duygular beslenmek",hoslanmak
"sevgi duymak",hoslanmak
"begenmek",hoslanmak
"begenmek",hoslanmak
"begenilip sevilen hos bulunan sey",hoslanmak
"bir kisiyi veye nesneyi begenmek.",hoslanmak
"sivi bir urun tuketmek",icmek
"bir icecek veya yemek icmek",icmek
"yudumlamak",icmek
"sivi tuketmek",icmek
"bir sivi agza alinir ve yutulur",icmek
"bir siviyi agiz ile yutmak.",icmek
"Bir durumu bir sureligine isteksiz surdurmek",idare_etmek
"olaylari ustunkoru gecmek",idare_etmek
"oyalamak",idare_etmek
"gormezden gelmek",idare_etmek
"gormezden gelip hos karsilamak",idare_etmek
"bir konuyu cekip cevirmek.",idare_etmek
"one surmek",iddia_etmek
"oneri",iddia_etmek
"bahse girmek",iddia_etmek
"varsayimda bulunmak",iddia_etmek
"bir dusunceyi savunmak one surmek",iddia_etmek
"herhangi bir konuda fikir one surmek",iddia_etmek
"Resmi gorevlilere bir konuyu aciklamak",ifade_vermek
"sorgulamak",ifade_vermek
"bildigini anlatmak",ifade_vermek
"aciklama yapmak",ifade_vermek
"bir suphelinin konuyla ilgili dinlenmesi",ifade_vermek
"bir suc islendiginde   olasi suclunun polislere olayi anlatmasi.",ifade_vermek
"urunun yurtdisina satilmasi",ihrac_etmek
"diskalifiye",ihrac_etmek
"disariya satmak",ihrac_etmek
"uzaklastirmak",ihrac_etmek
"birinin ilisiginin kesilmesi",ihrac_etmek
"bir urunu yabanci ulkelere satmak",ihrac_etmek
"Bir seye sahip olmak korumak",ihtiva_etmek
"korumak",ihtiva_etmek
"kapsamak",ihtiva_etmek
"",ihtiva_etmek
"bir seyi icine almasi kapsamasi",ihtiva_etmek
"icermek.",ihtiva_etmek
"Uyarmak",ikaz_etmek
"uyarmak",ikaz_etmek
"uyarmak",ikaz_etmek
"uyarmak",ikaz_etmek
"birini bir konuda uyarmak dikkat cekmek",ikaz_etmek
"bir kisiyi bir konuda uyarmak.",ikaz_etmek
"Karsidakinin iddia edilen fikri kabul etmesini saglamak",ikna_etmek
"kendi dusuncesini kabul ettirtmek",ikna_etmek
"inandirmak",ikna_etmek
"cabalamak",ikna_etmek
"birini bir konuda inandirmak i",ikna_etmek
"bir kisiyi bir konuda inandirmaya calismak.",ikna_etmek
"ucretsiz olarak bir urunu vermek",ikram_etmek
"ucretsiz vermek",ikram_etmek
"misafire sunmak",ikram_etmek
"hediye sunmak",ikram_etmek
"konuga bir seyi sunmak ",ikram_etmek
"konuga sunumda bulunmak.",ikram_etmek
"Duyurmak",ilan_etmek
"yayinlamak",ilan_etmek
"yayinlamak",ilan_etmek
"paylasmak",ilan_etmek
"bir durumu bildirmek ve duyurmak icin",ilan_etmek
"bir konuyu baska insanlarin bilmesi icin duyurmak",ilan_etmek
"Bir iddiayi ortaya atmak",ileri_surmek
"one dogru gitmek",ileri_surmek
"iddiada dulunmak",ileri_surmek
"bir sey hakkinda fikir sunmak",ileri_surmek
"bir seyi one dogru yurutmek icin",ileri_surmek
"bir konu hakkinda iddalarda bulunmak.",ileri_surmek
"Arti yonde hareket etmek",ilerlemek
"one dogru gitmek",ilerlemek
"ileri yurumek",ilerlemek
"devam etmek",ilerlemek
"bulunugu yerden daha ileriye gidilmesi",ilerlemek
"bulundugun yerden daha one dogru gitmek.",ilerlemek
"Bir konuya ilgi gostermek",ilgilenmek
"bir seyi istemek",ilgilenmek
"bakmak",ilgilenmek
"zaman ayirmak",ilgilenmek
"yakinlik ve ilgi duyulmasi",ilgilenmek
"bir kisiye veya esyaya yakinlik duymak",ilgilenmek
"Mumkun olmayan bir durum",imkansiz
"mumkanati olmayan",imkansiz
"mumkun olmayan",imkansiz
"olmasi zor",imkansiz
"olanakli olmayan bir sey",imkansiz
"gerceklesme ihtimali olamayan",imkansiz
"Sinavda yer almak",imtihan_etmek
"birini degerlendirmek",imtihan_etmek
"sorgu etmek",imtihan_etmek
"sinava sokmak",imtihan_etmek
"yeterliligini olcmek ",imtihan_etmek
"bir ogretmenin ogrettigi konular ile ilgili sinav yapmasi",imtihan_etmek
"Sinavda yer almak",imtihana_girmek
"degerlendirmeye girmek",imtihana_girmek
"sinava girmek",imtihana_girmek
"sinava girmek",imtihana_girmek
"bilgi ve yetenek yeterliligin olculmesi",imtihana_girmek
"bir ogrencinin okulda ogrendigi konular ile ilgili sinava girmesi.",imtihana_girmek
"Bir belgeyi isaretlemek",imzalamak
"anlasmak",imzalamak
"onay vermek",imzalamak
"resmi onay vermek",imzalamak
"belgeye yaziya imzasini yazmasi",imzalamak
"bir belgeye sahsi isaret birakmak.",imzalamak
"guvenmek",inanmak
"bir seye guvenmek",inanmak
"Bir seye veya birini kabul etmek  soylenen seyin dogru oldugunu kabul etmek",inanmak
"bir seye kalben guvenmek",inanmak
"kabul etmek",inanmak
"bir varliga tapmak",inanmak
"detayli bakmak",incelemek
"Bir seyi detaylica bakmak",incelemek
"bir seye goz atmak",incelemek
"detayli bakmak",incelemek
"birseyi arastirmak",incelemek
"merdiven asagi adim atmak",inmek
"Yukaridan asagiya dogru hareket etmek",inmek
"bir yere konmak",inmek
"yuksekten alcaga ilerlemek",inmek
"asagiya dogru hareket",inmek
"yapi insa etmek",insaat_yapmak
"Ev olusturmak icin yapilan islem",insaat_yapmak
"sifirdan bir sey yapmak  kurmak",insaat_yapmak
"barinma yeri olusturma",insaat_yapmak
"insa etme islemi",insaat_yapmak
"olumlu karardan vazgecmek",iptal_etmek
"Bir seyi kaldirmak  silmek  yok etmek",iptal_etmek
"yok etmek",iptal_etmek
"var olandan caymak",iptal_etmek
"bir isin son bulmasi",iptal_etmek
"bir seye dikkat cekmek",isaret_etmek
"bir yeri bir seyi gostermek",isaret_etmek
"parmakla gostermek",isaret_etmek
"beden diliyle gostermek",isaret_etmek
"bir yeri gostermek",isaret_etmek
"ortak is yapmak",isbirligi_yapmak
"bir kisinin bir konuda baska kisi ve gruplarla birlikte is yapmasi",isbirligi_yapmak
"beraber calismak",isbirligi_yapmak
"yardimlasma",isbirligi_yapmak
"birisiyle anlasmak",isbirligi_yapmak
"savasarak dusman topraklarini elde etmek",isgal_etmek
"zorla bir yere sahip olmak  bir yeri zorla zapt etmek",isgal_etmek
"topraklarina katmak",isgal_etmek
"farkli bir topraga el koymak",isgal_etmek
"bir yeri almak",isgal_etmek
"Vucut sicakliginin artmasi",isinmak
"hazirlanmak",isinmak
"usumemek",isinmak
"sicakligin artmasi",isinmak
"belli bir sicakliga ulasmak ",isinmak
"belli bir sicaklik kazanmak.",isinmak
"Agiz ile zarar vermek",isirmak
"yaralamak",isirmak
"dis gecirmek",isirmak
"canini yakmak",isirmak
"disleri arasina  alarak sikmak",isirmak
"disler arasina alip sikmak.",isirmak
"Bir nesnenin isisini arttimak",isitmak
"sicak hissettirmek",isitmak
"sicaklastirmak",isitmak
"usememeye yardimci olmak",isitmak
"isiyi yulseltip sicak hale getirme",isitmak
"isisini yukselterek sicak bir hale getirmek.",isitmak
"duymak",isitmek
"bir seyi kulak ile algilamak  duymak",isitmek
"duymak",isitmek
"duyma organiyla algilama",isitmek
"duyma eylemi",isitmek
"Hesabin baskasi adina odenmesi",ismarlamak
"ucretsiz ikram etmek",ismarlamak
"siparis etmek",ismarlamak
"hediye vermek",ismarlamak
"bir seyi getirmek ve yapmak icin",ismarlamak
" bir kisiye ikramda bulunmak",ismarlamak
"Bir konu icin ayni gorusu tekrarli dile getirmek",israr_etmek
"sonuna kadar zorlamak",israr_etmek
"ikna etmeye calismak",israr_etmek
"inatlasmak",israr_etmek
"bir konuda  dusuncede direnmek",israr_etmek
"bir konuda ustelemek.",israr_etmek
"bir seyin olmasini umut etmek",istemek
"İstek hissine sahip olmak",istemek
"arzulamak",istemek
"arzu etmek",istemek
"bir seyi arzulamak",istemek
"isine kendi istegiyle son vermek",istifa_etmek
"kendi rizasiyla gorevden ayrilmak kendi rizasiyla gorevi birakmak",istifa_etmek
"bir isyerinden temelli ayrilmak",istifa_etmek
"is yerini birakma istegi",istifa_etmek
"bir yerden ayrilamak",istifa_etmek
"icinde bulunulan durumu kabullenmedigini belirtmek",isyan_etmek
"ters bir duruma asiri tepki gostermek",isyan_etmek
"devrime kalkismak",isyan_etmek
"bulunulan duruma karsi cikma",isyan_etmek
"bir seye kizmak",isyan_etmek
"ticaret",ithal_etmek
"yurt disina urun  hizmet satmak",ithal_etmek
"ulkeye disaridan mal almak",ithal_etmek
"bir mali yurt disindan almak",ithal_etmek
"dis ulkeden bir urun almak",ithal_etmek
"karsi durmak",itiraz_etmek
"bir konuya karsi gelmek  muhalefet olmak",itiraz_etmek
"karsi gelmek",itiraz_etmek
"farkli fikirde bulunmak",itiraz_etmek
"bir seyi istememek",itiraz_etmek
"guc kullanarak konum degistirmek",itmek
"kuvvet uygulayarak harekete gecirmek  baski uygulamak",itmek
"bir yone dogru kuvvet uygulamak",itmek
"bir maddeyi yerinden oynatmak",itmek
"fiziksel olarak ileri dogru guc uygulamak",itmek
"anlatmak",izah_etmek
"bir konuyu ifade etmek",izah_etmek
"anlatmak",izah_etmek
"bir seyi anlatmak",izah_etmek
"bir seyi aciklamak",izah_etmek
"isten haberli cikmak",izin_almak
"musaade istemek",izin_almak
"birinden onay almak",izin_almak
"bir seyi yapmak icin hak almak",izin_almak
"bir is icin sure istemek",izin_almak
"onay vermek",izin_vermek
"musaade vermek",izin_vermek
"birine onay vermek",izin_vermek
"bir seyi yapmak icin hak vermek",izin_vermek
"birisine ihtiyaci olan sureyi vermemek",izin_vermek
"seyretmek",izlemek
"Goz ile bir yeri incelemek  bakmak",izlemek
"gormek",izlemek
"birseyi goz ile takip etmek",izlemek
"bir seye bakmak",izlemek
"evet demek",kabul_etmek
"onaylamak",kabul_etmek
"onaylamak",kabul_etmek
"bir teklifi onaylamak",kabul_etmek
"bir olayi onaylamak",kabul_etmek
"alikoymak baska yere goturmek",kacirmak
"bir kisiyi zorla gorutmek",kacirmak
"alikoymak",kacirmak
"bir seyi tutamamak",kacirmak
"bir yerden bir seyi uzaklastirmak",kacirmak
"kosmak",kacmak
"bir yerden kosarak uzaklasmak",kacmak
"uzaklasmak",kacmak
"istenilmeyen birseyden uzaklasmak",kacmak
"bir yerden uzaklasmak",kacmak
"ilk ogun",kahvalti_etmek
"sabahlari gunun ilk ogunudur.",kahvalti_etmek
"sabah bir seyler yemek",kahvalti_etmek
"sabah karin doyurmak",kahvalti_etmek
"sabah vakitlerinde yemek yemek",kahvalti_etmek
"yukseltmek",kaldirmak
"bir seyi zeminden ayirip yukseltmek  bir seyi yukariya cikarmak",kaldirmak
"uyandirmak",kaldirmak
"bir nesneyi bulundugu yerden yukari kaldirmak",kaldirmak
"bir seyi yerden yukseltmek",kaldirmak
"hareket",kalkmak
"uykudan uyanmak  ayarkta durma pozisyonuna gecmek",kalkmak
"hareketlenmek",kalkmak
"oturulan yerden ayrilmak",kalkmak
"bir yerden hareket etmek",kalkmak
"gitmemek",kalmak
"bir yerde bulunmak  bir yerde durmak",kalmak
"hareketin durmasi",kalmak
"bir noktada yer degistirememek",kalmak
"bir yerde durmak",kalmak
"dogada olmak",kamp_yapmak
"acik alanda belirli araclarla konaklamak  cadirla konaklama yapmak",kamp_yapmak
"bir ormanda yatiya kalmak",kamp_yapmak
"dogada konaklamak",kamp_yapmak
"tatil ve ormanlik alanlarda konaklamak",kamp_yapmak
"yasallasmak",kanunlasmak
"yasalasmak  kanuni olarak kabul edilmek",kanunlasmak
"yasa yapmak",kanunlasmak
"birseyin devlet tarafinda zorunlu kilinmasi",kanunlasmak
"bir seyin kural haline gelmesi",kanunlasmak
"ustunu ortmek",kapamak
"kapatma eylemini gerceklestirmek  acmanin tersi ",kapamak
"kapali durumuna getirmek",kapamak
"bir seyi ortmek",kapamak
"bir seyi off durumuna getirmek",kapamak
"Ic dunyaya odaklanmak",kapanmak
"kapali olmayi saglamak",kapanmak
"ortunmek",kapanmak
"bir seyin faaliyetinin durmasi",kapanmak
"icine cekilmek",kapanmak
"gider farkindan sonra kalan gelir miktari",kar_etmek
"Gelirin giderden fazla olmasi durumudur  gelir ile gider arasindaki farkin pozitif olmasi",kar_etmek
"para kazanmak",kar_etmek
"kazanc elde etmek",kar_etmek
"bir seyi maliyetinin ustunde satmak",kar_etmek
"birden fazla secenek arasindan birini secmek",karar_vermek
"bir konuyu sonuca baglamak",karar_vermek
"bir sonuca ulasmak",karar_vermek
"sonuca varmak",karar_vermek
"bir seyi yapmayi dusunmek",karar_vermek
"bir ise ya da olaya mudahil olmak",karismak
"mudahale etmek  birden fazla seyin birbirine girmesi",karismak
"bir ise mudahele etmek",karismak
"bir seyin baska birsey ile var olmasi",karismak
"bir seye mudahil olmak",karismak
"onay vermemek  engel olmak",karsi_cikmak
"onay vermemek  engel olmak",karsi_cikmak
"Kisilere veya olaya karsi zit dusuncede oldugunu belirtmek  itiraz etmek",karsi_cikmak
"Kisilere veya olaya karsi zit dusuncede oldugunu belirtmek  itiraz etmek",karsi_cikmak
"araya girmek",karsi_cikmak
"araya girmek",karsi_cikmak
"bir meseleyi engellemeye calismak",karsi_cikmak
"bir meseleyi engellemeye calismak",karsi_cikmak
"bir seye direnmek",karsi_cikmak
"bir seye direnmek",karsi_cikmak
"misafir veya musteriye ilk giris aninda destek olmak",karsilamak
"bir zarari telafi etme islemi yapmak  birini bir yerde karsilama islemi yapmak",karsilamak
"bir seyin karsi yonune gelmek",karsilamak
"agirlamak",karsilamak
"bir kisiyi agirlamak",karsilamak
"iki ya da daha fazla secenegin tum ozelliklerini bir araya getirmek",karsilastirmak
"iki ya da daha fazla secenegin tum ozelliklerini bir araya getirmek",karsilastirmak
"iki ya da daha fazla seyin farkini ve ortak ozelliklerini degerlendirmek",karsilastirmak
"iki ya da daha fazla seyin farkini ve ortak ozelliklerini degerlendirmek",karsilastirmak
"bir seyleri kiyaslamak",karsilastirmak
"bir seyleri kiyaslamak",karsilastirmak
"bir seyi baska bir sey ile kiyaslamak",karsilastirmak
"bir seyi baska bir sey ile kiyaslamak",karsilastirmak
"birseyleri yanyana getirme",karsilastirmak
"birseyleri yanyana getirme",karsilastirmak
"dahil olmak",katilmak
"Bir yere bir olaya dahil olmak",katilmak
"bir olaya fikre dahil olmak",katilmak
"dahil olmak",katilmak
"bir davete gitmek",katilmak
"koydugu yerde bulamamak",kaybetmek
"fiziksel olarak bir seyi yok etmek",kaybetmek
"bir seyin nerede oldugunu bilememek",kaybetmek
"elde olanin yok olmasi",kaybetmek
"bir seyi bulamamak",kaybetmek
"yon bulamamak",kaybolmak
"fiziksel olarak bir seyi bulamamak",kaybolmak
"bilinmeyen bir mekanda kalmak",kaybolmak
"konumu bilmemek",kaybolmak
"nerde oldugunu bilmeme",kaybolmak
"arsivlemek",kaydetmek
"bir seyi saklamak  not etmek",kaydetmek
"bir bilgiyi bir alana kalici olarak girmek",kaydetmek
"bir veriyi hafizaya yuklemek",kaydetmek
"bir seyi saklamak",kaydetmek
"kazanmak",kaygilanmak
"evham yapmak",kaygilanmak
"Endiselenmek",kaygilanmak
"bir durum hakkinda endiselenmek",kaygilanmak
"bir konuda evhamlanmak",kaygilanmak
"birseylere endiselenmek",kaygilanmak
"kazanmak ",kayit_yaptirmak
"kisisel bilgi ile olusuma katilmak",kayit_yaptirmak
"kaydetme ",kayit_yaptirmak
"bir etkinlige giris hakki elde etmek",kayit_yaptirmak
"bir yere yazilmak",kayit_yaptirmak
"bir yere imza atmak",kayit_yaptirmak
"kesmek ",kaynaklanmak
"sebebiyet vermek",kaynaklanmak
"sebep olmak  neden olmak",kaynaklanmak
"iki nesnenin birlesmesi",kaynaklanmak
"bir seye sebep olmak",kaynaklanmak
"bir seyin sonucundan olusma",kaynaklanmak
"yanlislikla carpismak",kaza_yapmak
"bilerek veya bilmeden zarara neden olmak",kaza_yapmak
"bir durum sonucunda zarar gormek",kaza_yapmak
"carpmak  carpismak",kaza_yapmak
"bir yere vurmak",kaza_yapmak
"hasara sebebiyet vermek",kaza_yaptirmak
"kaza yapmasina sebep olmak",kaza_yaptirmak
"birinin bir olay sonucunda zarar gormesine neden olmak",kaza_yaptirmak
"carpistirmak",kaza_yaptirmak
"birisinin dikkatini dagitmak",kaza_yaptirmak
"zafer elde etmek",kazanmak
"zafer elde etmek",kazanmak
"galip gelmek  sahip olmak",kazanmak
